,clean_tweet
3023,අඩෝ බලපන් ඕක ඉන්නේ නිකන් පොඩි වට්ටක්කා ගෙඩියක් වගේ තමා
3024,අඩෝ අඩෝ සුභ පැතුම් මචන්
3025,"හෑවෙනකොට කට්ටිය දානවා "" අඩෝ ඕක ආතල් එකට දැම්මේ අපි මේකේ දාන ඒවා සීරියස් ගන්න එපා කියලා """
3026,අඩෝ හරිසා කෝ - හොස්ට් කරපු කාලේ කීයක් එකතු උණාද ආ
3027,අඩෝස්පේස් දැම්මම සල්ලි ලැබෙන නිසා දවල්ටත් ස්පේස් දාන්ඩ තරං ග්‍රීඩි වෙන්ඩ එපා යකෝ
3028,ඔව් කියලා බලන්ටෝන අඩෝ ගෙවපන්
3029,"සිත නිවන කතා අද අපේ වුන් කනාවට හරි දින්නොත් අද ඊයේ මැච් බලන්න පටන් ගත්ත එවුන් "" අඩෝ ඕසී ලා අපේ වුන්ට මැච් එක දුන්නා බන්ග් """
3030,අඩෝ මං අපේ ගමේ අවුරැදුකුමාරයා
3031,අඩෝ අඩෝ ඒම කියන්ඩ එපා ඈඅපි ඒ තරං සිඹාලා නෙවේ හරිය
3032,අඩෝ ඔන්න අපේ ගෙදර ඉන්නේ නම් වල් බැල්ලියෝ දෙන්නෙක් කොටින්ම පාරේ තොටේ උන්ට නම කියලා කතා කලත් උන් යන්නේ වෙන දිහාවක රට වටේ ඇවිදලා වේල් තුනට ගෙදරට එනෝ රෑට ඉතින් බුරලා ආරක්සාව නම් නොඅඩුව ලබා දෙනෝ
3033,අඩෝ මටත් ඕනේ ඒ මොකක්ද මන්දා සුවය
3034,අඩෝ ලන්කාව ආතල් නේ මුන් ගන්ජා ගහලාද මන්දා ඉන්නේ
3035,අඩෙහ් වැඩ තිබ්බා බන් අඩෝ සොරි
3036,"ලක්ෂ තිස් පහට තිබ්බ වාහනේ ලක්ෂ අසූවට ගියානෙ ඉතින් "" අඩෝ බේසික් කොල්ලො ටික තොපිට වී - අපිට ඇල්ටොත් නෑ අපට වාහනයක් ගන්න අවස්ථාව දියව් "" කිව්වද ? නෑනේ අපි ඒ වෙනුවට උන් දේශීයයි කියලා හදලා පෙන්නන පකිස් තිරික්කල වල ගණන් මිමුම් බලනවාසියරටදෙසිරිසැපදෙ"
3037,පීඨෙන් එලියට එනකන් බඳින්නත් තහනම් අඩෝ
3038,අඩෝ ඉර මාමාගේ මූණ බලපන්
3039,අඩෝ මටත් හිතුනා නැත්නම් මාට්ටු වෙලාද
3040,අඩෝ දැන්ම එහෙම පතන්නෙපා බ්‍රෝ
3041,ශේප් නේද මල්ලි ශේප්ශේප් ශේප් ශේප්අඩෝ වරෙන් ඉදගනින් අඩෝ වරෙන් මචා අඩේ මේ තියෙන්නෙ ඉඩක් අඩේ වරෙන්
3042,අඩෝ එහෙම කියන්න එපාතියන් ඉන්නෙ ස ' ගැන
3043,අඩෝ මීට වඩා ඉමෝසනල් වෙයන්
3044,අඩෝ ගති ප්ලේස් එක
3045,කලිසමටනං සෙට්උඩට ඇඳගනිං මල් හැට්ට මේ සුද්දෝ හොයන්නේ බොලා වගේ උන් තමයි පලන්න ගැට්ට උගේ බෙහෙත් බීපු එකෙක්වත් නෑ හැබැයි නමට ඩොක්ට උඹේ කණට ගහලා එලවන්න කලින් බැහැපං කැරියා දොට්ට
3046,ආ හුත්තිගේ පුතා ආවදකැරියා අඩු කුලේ පද්දා තොපි වගේ අඩු කුලේ නූගත් හැත්තගේ අවජාතක කම තොගෙන් පේනවා තොගෙ මහ වේසි තරමත් හිතා ගන්න පුළුවන්අඩු කුලේ කැරි පද්දා ඈක්කාතෝ පද්දෙක් නැත්නම් කරාවෙක් තමයි අනිවාර්යයෙන්
3047,මේ උට්ටිගේ පුතා කවදත් හිටියේ රටට පුකේ අරින්න කොටින්ට පුක දීලා කෙල උනාම රෙෆුජි දාලා රට පැන්න ගොන් කැරියා
3048,කුණුහරුප කියන එක නැවැත්තුවා බං ඇයි බං හුත්තඑක එක පකයලාගේ කැරි කතා අහල එපා වෙලා තියෙන්නෙ
3049,මේ වගෙ අකුරු ලියන කෙල්ලෙක් කවි කෑල්ලක් ලියලා නිදාගන ඊළග දවසෙ නැගිටිද්දි එයාගෙ යෝනිය අකර්මණ්‍ය වෙලාකවිකෑල්ල - දෙවියනේහුස්ම දැන් නැවතියන් මට දැං මහන්සීදෙයියො දැකල තියෙන්නෙහුත්ත දැන් නැවතියන්
3050,මගෙ නහයට ඔය හුත්ත දාන්න එපා
3051,අකුරැකියවන දවසට මේ හුත්ත බලන්න යන්න ඕන
3052,අත්තපනත්තමුත්ත හුත්තකිත්ත කිරිකිත්ත කැරපොත්ත උත්තිගෙ පුතා අපේ අතීත පරංපරාව තමා ඔය
3053,නරි කොහෙද තිත්ත මිදි දන්න හුත්ත
3054,"ඊට වඩා ලේසි නැද්ද "" මාලක්කගෙ හුත්ත එකලාසයක් වෙනකං ටැංකියට මාළු දාන්න වෙන්නෑ අම්මෙ "" කියන එක ? තාත්තා වුනත් තේරුං ගනී"
3055,මෙතන නිකන් කුණුහරුප කියන්නෙපා හුත්ත පොඩි උන් ඉන්නවා
3056,මාත් අහනවා බන් හුත්‍ත
3057,යකො එක රිප්ලයි එකක් දාපන් එහෙම නැත්තම් ට්‍රෙඩ් එකක් වගෙ හරි කමක් නෑ සැරෙන් සැරෙ රිප්ලයි දාන්නෙපා හුත්ත
3058,ඔව් බන් හුත්තමේක ලිස්ට් කරන්නෙ නැද්ද ඒ ලබ්බෙට උකන්න
3059,අනෙ හුකේ මම යනව ඇයි හුත්ත
3060,මෙ හුත්ත දන්න ලබ්බගහලා පන්නන්න ඔනෙ චීනෙට මෙ සල්ලි කන පර හැත්තන් ව
